city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),populacao_estimada,rent amount (R$)
Rio de Janeiro,80,2,1,1,10,0,0,660,6730729,1900
São Paulo,243,3,2,1,5,1,0,1840,11904961,8000
Rio de Janeiro,67,2,1,0,6,1,0,1700,6730729,6600
São Paulo,160,3,1,1,0,1,0,0,11904961,3000
Porto Alegre,67,2,1,1,9,1,0,300,1388794,1200
São Paulo,90,3,2,3,1,1,0,1018,11904961,1500
São Paulo,186,4,4,3,11,1,0,1900,11904961,5600
Porto Alegre,62,2,2,2,6,1,0,570,1388794,1390
São Paulo,215,4,6,3,2,1,1,2100,11904961,5700
São Paulo,28,1,1,0,5,1,1,255,11904961,1764
São Paulo,240,4,5,3,4,1,0,3500,11904961,15000
São Paulo,70,2,2,1,2,0,1,2274,11904961,2980
São Paulo,145,2,2,2,10,1,0,2530,11904961,7630
São Paulo,62,2,2,1,9,1,1,749,11904961,2500
Belo Horizonte,270,4,5,6,0,1,1,0,2415872,8000
São Paulo,266,3,5,1,15,1,1,2075,11904961,4320
São Paulo,109,1,1,2,5,0,1,1750,11904961,11500
São Paulo,24,1,1,0,3,1,1,450,11904961,2020
Campinas,80,3,2,2,12,1,0,560,1187974,2500
São Paulo,500,4,8,4,0,1,1,0,11904961,14000
São Paulo,150,3,1,1,9,1,0,1172,11904961,4800
Belo Horizonte,110,2,2,2,4,0,0,290,2415872,1346
São Paulo,110,2,3,2,12,0,1,2000,11904961,11500
São Paulo,77,3,1,2,10,1,0,953,11904961,3500
São Paulo,850,5,7,8,1,0,0,14000,11904961,4000
Campinas,58,1,1,1,3,1,0,530,1187974,1200
São Paulo,145,3,3,1,5,1,1,2860,11904961,6600
Porto Alegre,42,1,1,1,7,1,0,415,1388794,1200
Porto Alegre,62,2,1,1,5,1,0,470,1388794,1150
São Paulo,65,2,1,0,0,1,0,0,11904961,1500
São Paulo,33,1,1,1,20,0,1,479,11904961,3000
São Paulo,140,3,5,2,0,1,1,0,11904961,3900
Porto Alegre,326,3,2,3,0,1,0,350,1388794,3900
Rio de Janeiro,70,2,2,1,8,0,1,1000,6730729,2500
Rio de Janeiro,25,1,1,0,2,1,1,250,6730729,1112
São Paulo,67,2,2,2,1,1,0,618,11904961,2372
Campinas,50,1,1,0,2,1,0,473,1187974,550
São Paulo,215,3,4,4,6,1,0,2859,11904961,6000
Campinas,55,2,1,1,0,1,0,480,1187974,750
São Paulo,264,3,4,3,9,1,0,3300,11904961,6770
Rio de Janeiro,270,4,2,1,16,0,0,1800,6730729,7500
São Paulo,40,1,1,1,10,0,1,1300,11904961,4860
São Paulo,90,2,2,0,3,0,0,180,11904961,1800
Rio de Janeiro,50,2,2,1,6,1,0,850,6730729,950
São Paulo,68,2,2,2,7,1,1,1500,11904961,6600
São Paulo,41,1,1,0,17,1,1,450,11904961,2470
São Paulo,420,3,5,5,0,1,0,0,11904961,8200
São Paulo,150,3,2,1,0,1,0,0,11904961,2500
São Paulo,220,4,5,3,5,1,0,3000,11904961,7800
São Paulo,268,4,4,4,3,1,1,3317,11904961,6000
Porto Alegre,74,3,1,1,1,1,0,380,1388794,1090
São Paulo,53,2,1,1,4,0,1,550,11904961,2400
Porto Alegre,64,1,1,1,2,1,1,398,1388794,1200
Porto Alegre,45,1,1,1,13,1,1,400,1388794,2550
Campinas,120,3,3,2,4,0,0,400,1187974,1850
São Paulo,167,3,3,4,10,1,0,1814,11904961,5500
Porto Alegre,250,4,2,1,0,1,0,0,1388794,2700
Belo Horizonte,28,1,1,1,0,0,1,550,2415872,1100
São Paulo,135,2,3,1,19,0,1,2745,11904961,8000
Porto Alegre,42,1,1,0,4,1,1,250,1388794,1250
Belo Horizonte,156,4,4,2,4,1,0,250,2415872,3500
São Paulo,300,4,5,5,6,0,0,3500,11904961,1990
Belo Horizonte,150,4,2,3,6,1,0,600,2415872,3500
São Paulo,54,2,2,1,2,1,0,400,11904961,1927
São Paulo,38,1,1,0,0,0,0,700,11904961,1650
Belo Horizonte,474,5,5,7,0,1,0,0,2415872,15000
São Paulo,450,5,4,3,0,1,0,0,11904961,12000
Belo Horizonte,343,4,3,4,0,1,0,0,2415872,7000
São Paulo,180,3,2,4,0,1,0,0,11904961,3000
São Paulo,100,2,2,2,0,1,0,0,11904961,2000
São Paulo,102,2,3,2,0,1,0,0,11904961,2500
Rio de Janeiro,470,4,5,3,1,1,0,3772,6730729,6580
Rio de Janeiro,140,3,3,1,1,1,0,2285,6730729,2820
São Paulo,380,4,1,0,0,1,0,0,11904961,2890
Porto Alegre,140,2,2,1,2,1,1,252,1388794,3000
São Paulo,520,3,4,3,0,1,1,0,11904961,7000
São Paulo,130,3,2,3,0,1,1,0,11904961,7450
São Paulo,49,1,1,1,1,1,1,700,11904961,2985
Rio de Janeiro,28,1,1,0,5,0,1,609,6730729,1099
Campinas,58,2,1,1,1,1,0,472,1187974,870
São Paulo,48,2,1,1,11,0,0,300,11904961,2000
São Paulo,30,1,1,0,5,1,1,370,11904961,1830
São Paulo,26,1,1,0,4,1,1,188,11904961,2650
Rio de Janeiro,65,2,1,0,4,1,0,450,6730729,1285
São Paulo,98,3,2,2,0,1,0,410,11904961,2290
São Paulo,234,3,4,4,3,1,0,3746,11904961,5000
Campinas,59,2,1,1,5,1,0,430,1187974,1190
São Paulo,97,2,3,1,5,1,0,760,11904961,6500
Belo Horizonte,65,2,2,1,11,1,0,490,2415872,1100
Porto Alegre,42,1,1,1,7,1,0,500,1388794,2300
Rio de Janeiro,94,3,2,1,25,1,0,1733,6730729,3300
Belo Horizonte,147,4,2,3,10,1,0,850,2415872,4700
São Paulo,73,3,2,2,14,1,0,550,11904961,2520
Rio de Janeiro,40,1,1,0,7,0,0,2000,6730729,2200
São Paulo,350,3,5,5,0,1,0,0,11904961,3080
São Paulo,384,3,3,4,0,0,0,0,11904961,11400
São Paulo,48,1,1,2,7,1,1,2300,11904961,7000
Rio de Janeiro,96,3,2,1,5,0,0,1100,6730729,2500
Porto Alegre,55,2,1,0,3,1,1,350,1388794,1125
Porto Alegre,330,4,4,3,0,1,0,0,1388794,6994
Porto Alegre,49,1,1,0,4,1,0,330,1388794,900
Rio de Janeiro,170,3,2,1,4,1,0,900,6730729,3500
São Paulo,243,2,3,2,0,1,0,0,11904961,4619
São Paulo,216,4,4,3,3,1,1,3100,11904961,8980
Rio de Janeiro,60,2,1,1,5,1,0,440,6730729,800
São Paulo,200,3,4,2,0,1,0,0,11904961,2500
Porto Alegre,48,1,1,0,2,1,0,309,1388794,700
Campinas,130,3,2,6,0,1,0,0,1187974,2200
Rio de Janeiro,55,2,1,1,10,1,0,647,6730729,1080
São Paulo,200,4,3,2,0,1,0,0,11904961,5628
Campinas,101,3,2,2,1,1,0,632,1187974,2200
São Paulo,20,1,1,0,9,1,1,435,11904961,1650
São Paulo,97,3,3,2,7,1,0,1058,11904961,2500
São Paulo,83,2,2,1,21,1,0,782,11904961,4800
Porto Alegre,47,1,1,1,10,1,0,360,1388794,610
São Paulo,110,2,2,1,8,1,1,1285,11904961,4348
São Paulo,140,4,4,2,3,1,0,670,11904961,3100
São Paulo,242,3,4,3,1,1,1,2100,11904961,7000
São Paulo,35,1,1,0,5,1,0,270,11904961,1300
Rio de Janeiro,100,2,2,0,11,1,1,670,6730729,4700
São Paulo,134,3,3,1,4,1,0,1200,11904961,3500
Porto Alegre,50,2,1,1,0,0,0,0,1388794,1000
Campinas,67,3,1,1,9,1,0,447,1187974,1200
São Paulo,150,2,3,0,0,1,0,0,11904961,4000
São Paulo,174,3,4,3,6,1,0,2200,11904961,13500
São Paulo,120,3,3,1,0,1,0,0,11904961,2800
Porto Alegre,90,4,2,0,0,0,0,0,1388794,1700
Campinas,110,3,1,1,4,1,0,830,1187974,1200
São Paulo,277,2,3,4,19,1,0,5295,11904961,13000
São Paulo,79,3,1,1,11,0,0,700,11904961,1405
Belo Horizonte,180,4,3,2,8,1,0,970,2415872,3260
São Paulo,300,3,3,2,11,1,1,2600,11904961,7650
São Paulo,270,2,3,4,0,1,0,0,11904961,3270
Porto Alegre,25,1,1,0,3,1,0,100,1388794,790
São Paulo,78,1,1,1,12,1,1,574,11904961,3850
São Paulo,82,2,2,1,2,1,0,1500,11904961,2450
Belo Horizonte,55,2,1,2,7,1,0,160,2415872,1100
São Paulo,420,4,5,4,0,1,0,0,11904961,10000
Campinas,115,2,3,2,4,1,1,687,1187974,3500
Belo Horizonte,45,2,1,1,3,1,0,0,2415872,1000
São Paulo,47,3,1,1,9,1,0,300,11904961,1420
São Paulo,250,3,3,2,8,1,0,1600,11904961,2500
Rio de Janeiro,95,3,2,1,4,1,0,1602,6730729,5000
Rio de Janeiro,54,2,2,1,6,1,0,829,6730729,700
São Paulo,380,3,3,5,0,1,0,0,11904961,10900
Rio de Janeiro,60,2,2,0,7,1,0,1300,6730729,4000
São Paulo,300,3,3,2,0,1,0,0,11904961,6000
Belo Horizonte,75,3,1,1,1,0,0,160,2415872,1100
Belo Horizonte,32,1,1,1,8,1,0,197,2415872,1500
Rio de Janeiro,24,1,1,0,11,1,0,206,6730729,1400
São Paulo,49,1,1,1,4,0,0,486,11904961,3200
Porto Alegre,50,2,1,0,13,1,1,488,1388794,1400
Rio de Janeiro,40,1,1,0,12,1,0,600,6730729,2200
São Paulo,30,1,1,1,16,0,1,1900,11904961,2000
São Paulo,70,2,1,1,1,1,0,300,11904961,1100
Campinas,146,2,1,1,8,1,0,730,1187974,1620
Rio de Janeiro,120,2,2,0,1,1,1,1200,6730729,4750
Belo Horizonte,347,4,4,3,4,1,0,2700,2415872,9000
Belo Horizonte,80,2,2,1,0,0,0,0,2415872,1705
São Paulo,40,2,1,0,11,1,0,526,11904961,2500
Campinas,44,2,1,1,3,1,0,192,1187974,1020
São Paulo,80,2,1,0,7,0,0,563,11904961,2200
Porto Alegre,106,3,3,1,2,1,0,800,1388794,3000
Campinas,137,3,4,2,2,1,0,1176,1187974,3800
São Paulo,248,3,4,4,0,1,0,0,11904961,9000
São Paulo,350,4,3,2,0,1,0,0,11904961,13500
Rio de Janeiro,90,2,1,2,5,0,0,717,6730729,2800
São Paulo,16,1,1,0,0,0,0,0,11904961,1420
São Paulo,108,3,3,2,2,1,0,1200,11904961,3400
Rio de Janeiro,120,3,2,1,2,1,0,992,6730729,2414
Campinas,54,2,1,1,3,1,0,320,1187974,1800
São Paulo,190,1,2,10,0,1,0,0,11904961,3900
Belo Horizonte,100,3,3,1,1,1,0,300,2415872,1800
Belo Horizonte,120,3,2,1,2,1,1,1083,2415872,2100
São Paulo,40,1,1,1,4,1,1,915,11904961,5000
São Paulo,185,2,2,2,0,0,0,0,11904961,1850
Rio de Janeiro,50,1,1,0,9,1,1,2300,6730729,2300
São Paulo,233,3,6,5,0,1,0,0,11904961,6000
São Paulo,47,2,2,2,6,1,1,520,11904961,2611
São Paulo,49,1,1,0,11,1,0,443,11904961,4100
Porto Alegre,76,3,2,2,6,1,0,250,1388794,2100
Rio de Janeiro,60,2,1,0,6,1,0,650,6730729,1300
São Paulo,200,4,5,3,2,1,0,2600,11904961,4500
Rio de Janeiro,200,3,4,2,9,1,0,1730,6730729,5000
Porto Alegre,184,3,3,2,6,1,0,1100,1388794,5445
São Paulo,117,3,4,2,10,1,0,1350,11904961,6100
Porto Alegre,80,3,1,0,0,0,0,0,1388794,1250
Rio de Janeiro,60,2,2,1,4,0,0,700,6730729,2000
São Paulo,140,3,2,1,0,1,1,0,11904961,8200
Rio de Janeiro,55,1,1,0,12,0,1,645,6730729,1500
São Paulo,131,3,2,1,14,1,0,1685,11904961,4200
São Paulo,142,3,4,3,2,1,0,1305,11904961,5000
Campinas,35,1,1,1,7,1,0,392,1187974,1100
Porto Alegre,40,1,1,0,20,1,0,135,1388794,890
São Paulo,57,1,1,0,4,1,1,300,11904961,6000
Porto Alegre,30,1,1,0,9,1,0,270,1388794,890
Rio de Janeiro,800,5,7,5,0,1,0,0,6730729,15000
Porto Alegre,250,2,2,0,0,1,1,0,1388794,4000
São Paulo,37,1,1,1,4,1,0,500,11904961,1500
Belo Horizonte,240,4,5,3,11,0,1,2800,2415872,10000
Rio de Janeiro,95,3,2,1,6,1,0,702,6730729,1650
São Paulo,30,1,1,0,18,0,0,590,11904961,980
São Paulo,380,7,7,6,0,1,0,0,11904961,5800
São Paulo,50,2,1,0,5,1,0,515,11904961,1900
Rio de Janeiro,32,1,1,1,5,0,0,465,6730729,900
São Paulo,104,3,3,2,6,1,0,1300,11904961,6000
São Paulo,31,1,1,0,16,0,0,330,11904961,1575
São Paulo,700,4,5,2,10,1,1,3000,11904961,8000
Campinas,138,3,3,0,2,1,0,1000,1187974,7000
São Paulo,77,2,1,1,14,1,0,980,11904961,4500
São Paulo,216,4,3,4,9,1,0,1883,11904961,3500
Belo Horizonte,115,3,2,2,0,1,0,0,2415872,3000
Belo Horizonte,222,4,3,4,0,1,0,0,2415872,3000
Rio de Janeiro,84,3,2,1,1,1,1,1500,6730729,2600
São Paulo,156,3,3,1,12,0,0,1600,11904961,4150
São Paulo,34,1,1,0,0,1,0,0,11904961,1050
Porto Alegre,60,2,1,1,5,1,0,350,1388794,1150
Porto Alegre,50,2,2,1,4,1,0,270,1388794,1300
São Paulo,210,3,3,2,5,1,0,2970,11904961,5500
São Paulo,240,4,2,4,0,1,0,0,11904961,8000
São Paulo,336,4,6,5,5,1,0,4950,11904961,7500
Campinas,60,2,1,1,3,1,0,450,1187974,790
Belo Horizonte,194,3,3,2,10,1,0,1351,2415872,4000
São Paulo,70,1,1,0,3,1,0,250,11904961,2000
São Paulo,46,1,1,0,3,1,0,100,11904961,1600
Rio de Janeiro,185,3,2,2,2,0,0,1760,6730729,6000
São Paulo,90,1,2,2,13,0,1,1500,11904961,8000
Belo Horizonte,90,3,2,1,2,1,0,200,2415872,1400
São Paulo,175,1,3,2,19,0,1,900,11904961,4142
Rio de Janeiro,140,3,2,1,8,1,0,2200,6730729,4200
São Paulo,400,2,5,4,0,1,0,0,11904961,6000
Porto Alegre,127,3,2,1,1,1,1,539,1388794,3000
São Paulo,60,2,2,1,27,1,1,654,11904961,3300
Belo Horizonte,230,3,3,3,5,1,0,700,2415872,4000
São Paulo,48,1,1,1,21,0,1,1137,11904961,6698
Campinas,62,3,2,1,12,1,0,330,1187974,2975
São Paulo,110,3,2,1,1,1,0,1130,11904961,4500
São Paulo,80,3,3,2,1,0,0,1180,11904961,2800
Rio de Janeiro,54,1,1,0,3,1,1,734,6730729,2400
São Paulo,42,1,1,1,4,0,1,660,11904961,4400
Belo Horizonte,55,2,1,1,4,1,0,176,2415872,850
São Paulo,161,3,5,3,12,1,0,2541,11904961,6500
Belo Horizonte,70,2,1,1,3,1,0,390,2415872,1100
São Paulo,35,1,1,0,9,1,1,450,11904961,1300
São Paulo,360,4,4,4,5,1,0,5767,11904961,9000
Belo Horizonte,45,1,1,1,6,1,0,816,2415872,2900
São Paulo,55,1,1,0,1,0,0,150,11904961,730
Rio de Janeiro,25,1,1,0,3,1,1,350,6730729,1750
Belo Horizonte,68,3,2,1,1,1,1,360,2415872,2250
São Paulo,900,3,4,8,0,1,0,0,11904961,20000
Porto Alegre,71,2,1,0,1,1,0,330,1388794,990
Rio de Janeiro,250,3,2,1,7,1,0,1642,6730729,6400
Belo Horizonte,305,4,5,5,29,1,0,4596,2415872,14000
São Paulo,81,3,2,1,12,1,0,580,11904961,1700
São Paulo,234,3,4,4,14,1,0,1710,11904961,3600
Campinas,54,1,2,0,1,1,0,245,1187974,720
São Paulo,70,2,1,1,1,0,1,703,11904961,4960
Belo Horizonte,100,3,2,1,3,1,0,600,2415872,1800
São Paulo,48,1,1,1,4,1,1,1450,11904961,4200
Porto Alegre,88,2,2,1,3,1,0,700,1388794,1900
São Paulo,40,1,1,0,0,1,0,0,11904961,2000
Porto Alegre,76,1,1,0,5,0,1,503,1388794,1490
São Paulo,109,3,2,2,13,1,0,1156,11904961,6500
Belo Horizonte,160,3,3,2,3,1,0,1364,2415872,2650
São Paulo,106,2,1,0,2,1,0,110,11904961,1790
Rio de Janeiro,90,4,2,0,4,1,1,568,6730729,1900
São Paulo,70,2,2,1,12,1,0,665,11904961,2000
São Paulo,120,2,1,4,0,1,0,0,11904961,2000
São Paulo,230,3,3,3,7,1,0,2500,11904961,3916
São Paulo,130,2,2,2,0,1,0,0,11904961,3500
São Paulo,67,2,2,1,9,1,0,730,11904961,1970
Campinas,140,4,3,2,14,1,0,1030,1187974,3500
Rio de Janeiro,80,3,2,0,4,1,0,300,6730729,1500
São Paulo,40,1,1,0,3,1,0,307,11904961,1350
Belo Horizonte,49,2,1,1,4,1,0,225,2415872,1000
São Paulo,73,3,1,1,4,1,1,1270,11904961,3800
São Paulo,110,2,3,3,0,1,0,0,11904961,2200
São Paulo,79,3,2,1,8,1,1,580,11904961,2400
Belo Horizonte,40,1,1,0,4,0,0,300,2415872,1155
São Paulo,370,4,6,0,8,1,0,3417,11904961,7900
Belo Horizonte,140,4,3,2,3,1,0,822,2415872,2200
Rio de Janeiro,300,4,4,2,1,1,0,2500,6730729,8000
São Paulo,40,1,1,1,2,0,1,375,11904961,1635
Rio de Janeiro,100,3,2,2,8,1,1,1129,6730729,1600
São Paulo,63,2,2,1,6,1,0,650,11904961,1890
São Paulo,150,3,2,1,6,0,0,1246,11904961,5500
São Paulo,190,3,3,3,6,1,0,3000,11904961,13000
Rio de Janeiro,100,3,2,2,13,1,0,970,6730729,2400
Porto Alegre,132,6,4,2,18,1,0,800,1388794,3400
São Paulo,127,2,3,3,3,1,0,2300,11904961,3300
São Paulo,222,3,3,2,0,1,0,0,11904961,2400
São Paulo,80,2,2,1,0,1,0,0,11904961,1680
São Paulo,208,4,4,3,5,1,0,3600,11904961,12000
São Paulo,480,4,4,6,0,1,0,0,11904961,10000
São Paulo,360,3,5,2,1,1,0,3500,11904961,15000
São Paulo,142,3,2,2,8,1,0,1026,11904961,1750
Rio de Janeiro,150,3,3,0,6,0,0,1100,6730729,5100
Rio de Janeiro,35,1,1,0,6,1,0,480,6730729,1000
Campinas,44,2,1,1,5,1,0,250,1187974,1090
São Paulo,130,3,2,1,1,1,0,1200,11904961,4500
Porto Alegre,70,2,2,0,4,0,1,250,1388794,1550
São Paulo,68,2,1,0,1,1,0,230,11904961,1300
São Paulo,212,4,3,4,1,1,0,3300,11904961,15000
Rio de Janeiro,35,1,1,1,4,1,1,580,6730729,3300
São Paulo,116,3,2,1,6,1,0,950,11904961,1700
São Paulo,80,1,1,0,11,1,1,427,11904961,1900
São Paulo,47,1,1,1,6,1,0,756,11904961,2250
Rio de Janeiro,60,3,2,1,1,1,1,842,6730729,1000
Belo Horizonte,60,1,1,1,8,1,1,694,2415872,1098
São Paulo,100,2,1,0,0,0,0,0,11904961,5000
São Paulo,75,3,2,1,13,0,1,700,11904961,2900
São Paulo,75,2,3,2,6,0,0,499,11904961,2500
Belo Horizonte,65,2,1,1,2,1,0,220,2415872,700
São Paulo,25,1,1,0,16,1,0,294,11904961,1300
São Paulo,194,4,3,2,7,1,0,2600,11904961,2999
São Paulo,75,2,2,0,0,1,0,0,11904961,2000
Belo Horizonte,51,2,1,0,2,1,1,165,2415872,1000
São Paulo,63,2,2,2,4,0,0,600,11904961,4080
São Paulo,45,2,1,1,2,0,1,1300,11904961,3000
Rio de Janeiro,85,2,2,1,1,1,0,1100,6730729,2000
Rio de Janeiro,70,2,2,1,6,1,0,695,6730729,1700
Porto Alegre,66,2,1,0,1,1,0,150,1388794,1700
Rio de Janeiro,45,1,1,0,11,1,0,470,6730729,1100
Porto Alegre,114,3,2,1,2,1,1,750,1388794,2900
Rio de Janeiro,26,1,1,0,2,1,1,380,6730729,2300
Porto Alegre,60,1,1,2,1,1,1,0,1388794,2000
Porto Alegre,44,1,1,0,2,1,0,280,1388794,1100
São Paulo,91,2,3,2,5,0,0,2065,11904961,9800
Rio de Janeiro,70,2,2,1,2,1,0,650,6730729,1000
São Paulo,30,1,1,0,1,1,1,0,11904961,1550
Belo Horizonte,308,4,5,4,18,1,1,1750,2415872,15000
São Paulo,217,3,5,6,0,1,0,0,11904961,5000
Campinas,47,1,1,0,2,1,0,400,1187974,1700
Rio de Janeiro,60,2,1,1,3,1,0,150,6730729,1800
São Paulo,490,3,5,4,0,1,0,0,11904961,10000
São Paulo,180,3,3,2,5,0,0,1600,11904961,3000
Porto Alegre,65,2,2,2,6,1,0,400,1388794,1950
Porto Alegre,76,2,2,2,3,1,0,600,1388794,1700
Campinas,56,2,1,1,5,1,0,340,1187974,1400
São Paulo,68,1,1,0,3,1,0,500,11904961,1500
Campinas,56,1,1,1,6,1,1,722,1187974,1350
Rio de Janeiro,131,3,2,2,3,1,0,2800,6730729,10000
São Paulo,100,3,1,4,0,1,0,0,11904961,2500
São Paulo,72,2,2,1,18,1,0,350,11904961,2500
Belo Horizonte,88,3,2,1,2,1,0,289,2415872,1450
Rio de Janeiro,38,1,1,0,2,1,1,700,6730729,1850
São Paulo,49,2,1,1,15,1,0,487,11904961,1300
São Paulo,60,1,1,1,8,1,0,900,11904961,4600
São Paulo,80,2,1,1,2,1,0,1257,11904961,2950
Porto Alegre,280,5,3,3,0,1,1,0,1388794,4000
São Paulo,510,4,3,5,0,1,0,0,11904961,10000
São Paulo,148,1,2,4,25,1,0,1845,11904961,9900
Porto Alegre,76,3,2,1,9,1,0,550,1388794,1600
Belo Horizonte,110,3,2,1,2,0,0,400,2415872,1400
Belo Horizonte,22,1,1,1,1,0,0,0,2415872,1275
São Paulo,42,1,1,1,0,1,1,450,11904961,2000
São Paulo,59,2,1,1,1,0,0,490,11904961,1700
São Paulo,158,4,4,4,10,1,1,2250,11904961,2500
Belo Horizonte,65,2,2,1,1,0,0,290,2415872,925
São Paulo,298,4,4,1,0,1,0,0,11904961,3000
Rio de Janeiro,38,1,1,0,4,0,1,877,6730729,2280
São Paulo,213,4,4,3,17,1,0,2600,11904961,6500
São Paulo,150,3,2,3,0,1,0,0,11904961,1900
São Paulo,65,2,1,1,1,1,0,100,11904961,1400
São Paulo,169,4,4,4,9,1,0,1800,11904961,6450
São Paulo,100,2,3,1,2,1,0,1260,11904961,3973
São Paulo,158,4,4,3,5,1,0,2100,11904961,6600
São Paulo,150,2,2,2,0,1,0,0,11904961,6000
Porto Alegre,49,2,1,0,4,1,0,250,1388794,1650
São Paulo,260,4,4,4,7,1,0,3400,11904961,5000
Rio de Janeiro,65,1,1,1,3,1,0,780,6730729,2500
São Paulo,380,6,5,3,0,0,0,0,11904961,9000
Belo Horizonte,70,3,1,0,1,1,0,205,2415872,1200
Campinas,180,2,1,0,0,1,0,0,1187974,2000
Rio de Janeiro,105,2,1,0,2,1,0,400,6730729,1250
Belo Horizonte,300,8,3,1,0,1,0,0,2415872,4000
São Paulo,190,3,3,1,1,1,0,2000,11904961,9000
Belo Horizonte,67,2,2,2,1,1,0,202,2415872,1000
São Paulo,96,2,2,2,25,0,1,1200,11904961,9000
Porto Alegre,75,2,2,1,6,1,0,200,1388794,1300
Campinas,45,1,1,1,2,1,0,367,1187974,1100
São Paulo,60,2,1,1,4,1,1,489,11904961,1900
São Paulo,45,1,1,1,2,0,1,781,11904961,2970
São Paulo,38,1,1,1,5,0,1,1450,11904961,3400
São Paulo,75,1,1,1,0,0,0,0,11904961,1521
São Paulo,442,5,6,6,0,1,0,0,11904961,7500
São Paulo,220,3,3,2,8,0,1,1700,11904961,11000
São Paulo,140,3,1,2,0,0,0,140,11904961,6000
Belo Horizonte,76,3,2,1,3,1,0,375,2415872,1400
Campinas,60,2,1,1,4,1,0,395,1187974,580
Porto Alegre,50,1,1,0,0,1,0,250,1388794,803
São Paulo,165,4,3,2,0,1,0,0,11904961,5000
São Paulo,90,1,1,0,0,0,0,0,11904961,1150
Campinas,62,2,1,1,6,1,0,447,1187974,1200
São Paulo,120,3,2,2,0,1,0,0,11904961,3800
Belo Horizonte,279,4,5,4,0,1,0,0,2415872,4500
Rio de Janeiro,79,3,2,0,9,0,1,781,6730729,3500
Rio de Janeiro,45,1,1,0,4,1,0,480,6730729,980
Rio de Janeiro,36,1,1,0,6,1,0,700,6730729,590
Campinas,47,1,1,0,10,0,1,580,1187974,750
Campinas,270,4,4,8,0,1,0,0,1187974,3200
Belo Horizonte,25,1,1,0,3,0,1,700,2415872,890
São Paulo,45,2,1,1,14,1,0,280,11904961,1125
São Paulo,255,4,4,3,2,1,0,5000,11904961,6600
Campinas,55,1,2,1,4,0,0,744,1187974,954
São Paulo,85,3,3,2,3,0,0,1600,11904961,4940
Belo Horizonte,200,3,3,2,4,1,0,370,2415872,2700
Porto Alegre,55,2,2,0,4,1,0,290,1388794,1400
São Paulo,180,5,5,2,15,1,0,1285,11904961,2287
Campinas,64,2,2,2,51,1,0,800,1187974,1900
Porto Alegre,42,2,1,1,2,1,0,900,1388794,923
São Paulo,300,3,3,5,0,1,0,0,11904961,5400
São Paulo,32,1,1,1,22,1,1,1800,11904961,2000
São Paulo,64,2,1,2,3,1,0,480,11904961,1850
São Paulo,72,2,2,1,9,1,0,626,11904961,1440
Rio de Janeiro,30,1,1,0,20,0,0,0,6730729,1000
Porto Alegre,55,2,1,0,1,1,0,150,1388794,1250
São Paulo,253,3,5,5,9,1,0,2760,11904961,6750
São Paulo,147,3,2,0,9,0,1,1500,11904961,4250
São Paulo,110,3,3,1,7,1,0,1306,11904961,4575
São Paulo,400,4,3,4,0,1,0,0,11904961,3760
Porto Alegre,350,5,4,2,0,1,0,0,1388794,4794
São Paulo,510,5,5,5,0,0,1,0,11904961,10000
São Paulo,246,3,4,4,9,1,1,3350,11904961,10000
Campinas,92,3,4,2,1,1,0,804,1187974,2200
São Paulo,54,2,2,1,6,0,0,500,11904961,2300
São Paulo,130,3,2,0,12,1,0,1655,11904961,3700
Rio de Janeiro,53,2,2,1,7,1,0,950,6730729,1100
São Paulo,59,2,1,1,10,1,0,589,11904961,1500
Belo Horizonte,153,3,2,2,0,1,0,0,2415872,9876
São Paulo,78,2,1,1,1,1,0,430,11904961,950
São Paulo,305,3,3,3,8,1,0,3100,11904961,5500
Campinas,54,1,1,1,9,1,0,758,1187974,1148
São Paulo,80,2,2,0,2,1,0,580,11904961,1275
São Paulo,26,1,1,0,6,1,0,308,11904961,1490
São Paulo,96,2,1,1,8,0,0,795,11904961,2500
Campinas,70,3,1,1,1,1,0,650,1187974,1300
São Paulo,56,2,1,1,11,1,1,530,11904961,2500
Belo Horizonte,320,5,3,4,0,1,0,0,2415872,5500
São Paulo,30,1,1,0,0,0,0,0,11904961,861
Rio de Janeiro,45,1,1,0,11,0,0,340,6730729,1000
São Paulo,101,2,3,1,12,1,0,900,11904961,3500
São Paulo,220,4,4,2,10,1,0,2500,11904961,3200
São Paulo,60,2,1,0,0,0,0,0,11904961,1200
São Paulo,62,2,1,1,3,1,0,350,11904961,1800
Rio de Janeiro,65,2,1,1,3,1,0,800,6730729,1100
Porto Alegre,111,2,2,1,0,1,0,218,1388794,1102
São Paulo,140,2,1,2,0,1,0,0,11904961,4000
São Paulo,17,1,1,0,1,0,1,300,11904961,2100
São Paulo,90,3,2,2,7,1,0,1300,11904961,3500
São Paulo,40,1,1,0,0,0,0,0,11904961,1350
Rio de Janeiro,70,2,2,0,7,0,1,750,6730729,6100
São Paulo,370,4,5,5,17,1,1,4800,11904961,5000
Porto Alegre,48,2,1,1,3,1,0,400,1388794,1000
Belo Horizonte,130,3,2,1,2,1,0,747,2415872,2500
São Paulo,303,3,4,4,1,1,1,4540,11904961,18000
São Paulo,150,3,4,3,6,1,0,3500,11904961,10740
Belo Horizonte,190,4,4,3,1,0,0,1740,2415872,6200
Belo Horizonte,250,4,4,0,0,1,0,0,2415872,3940
Campinas,78,3,2,2,3,1,0,605,1187974,1690
